# ---------------------------------- WARNING ----------------------------------------                     
# Some of the data that you have obtained from this U.S. Geological Survey database                       
# may not have received Director's approval. Any such data values are qualified                           
# as provisional and are subject to revision. Provisional data are released on the                        
# condition that neither the USGS nor the United States Government may be held liable                     
# for any damages resulting from its use.                                                                 
#                                                                                                         
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement                    
#                                                                                                         
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output                
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals                      
#                                                                                                         
# Contact:   gs-w_support_nwisweb@usgs.gov                                                                
# retrieved: 2020-03-26 16:02:43 EDT       (nadww02)                                                      
#                                                                                                         
# Data for the following 1 site(s) are contained in this file                                             
#    USGS 07374525 Mississippi River at Belle Chasse, LA                                                  
# -----------------------------------------------------------------------------------                     
#                                                                                                         
# Data provided for site 07374525                                                                         
#            TS   parameter     statistic     Description                                                 
#         61181       00065     00003     Gage height, feet (Mean)                                        
#         61182       00060     00003     Discharge, cubic feet per second (Mean)                         
#                                                                                                         
# Data-value qualification codes included in this output:                                                 
#                                                                                                         
#     A  Approved for publication -- Processing and review completed.                                     
#     P  Provisional data subject to revision.                                                            
#     e  Value has been estimated.                                                                        
#                                                                                                         
agency_cd	site_no	datetime	61181_00065_00003	61181_00065_00003_cd	61182_00060_00003	61182_00060_00003_cd
USGS	07374525	2011-08-14	9.76	A	417000	A                                                             
USGS	07374525	2011-08-15	9.81	A	412000	A                                                             
USGS	07374525	2011-08-16	9.90	A	406000	A                                                             
USGS	07374525	2011-08-17	9.86	A	412000	A                                                             
USGS	07374525	2011-08-18	9.87	A	398000	A                                                             
USGS	07374525	2011-08-19	9.85	A	400000	A                                                             
USGS	07374525	2011-08-20	9.72	A	398000	A                                                             
USGS	07374525	2011-08-21	9.63	A	386000	A                                                             
USGS	07374525	2011-08-22	9.55	A	390000	A                                                             
USGS	07374525	2011-08-23	9.48	A	375000	A                                                             
USGS	07374525	2011-08-24	9.41	A	376000	A                                                             
USGS	07374525	2011-08-25	9.43	A	367000	A                                                             
USGS	07374525	2011-08-26	9.43	A	378000	A                                                             
USGS	07374525	2011-08-27	9.30	A	382000	A                                                             
USGS	07374525	2011-08-28	9.26	A	366000	A                                                             
USGS	07374525	2011-08-29	9.24	A	353000	A                                                             
USGS	07374525	2011-08-30	9.14	A	355000	A                                                             
USGS	07374525	2011-08-31	9.07	A	352000	A                                                             
USGS	07374525	2011-09-01	9.46	A	336000	A                                                             
USGS	07374525	2011-09-02	9.98	A	340000	A                                                             
USGS	07374525	2011-09-03	10.83	A	348000	A                                                             
USGS	07374525	2011-09-04	10.62	A	369000	A                                                             
USGS	07374525	2011-09-05	10.30	A	423000	A                                                             
USGS	07374525	2011-09-06	9.81	A	410000	A                                                             
USGS	07374525	2011-09-07	9.62	A	382000	A                                                             
USGS	07374525	2011-09-08	9.42	A	364000	A                                                             
USGS	07374525	2011-09-09	9.16	A	357000	A                                                             
USGS	07374525	2011-09-10	8.99	A	355000	A                                                             
USGS	07374525	2011-09-11	8.83	A	329000	A                                                             
USGS	07374525	2011-09-12	8.60	A	320000	A                                                             
USGS	07374525	2011-09-13	8.57	A	322000	A                                                             
USGS	07374525	2011-09-14	8.48	A	316000	A                                                             
USGS	07374525	2011-09-15	8.47	A	337000	A                                                             
USGS	07374525	2011-09-16	8.60	A	329000	A                                                             
USGS	07374525	2011-09-17	8.70	A	324000	A                                                             
USGS	07374525	2011-09-18	8.88	A	324000	A                                                             
USGS	07374525	2011-09-19	8.98	A	322000	A                                                             
USGS	07374525	2011-09-20	9.06	A	329000	A                                                             
USGS	07374525	2011-09-21	9.01	A	328000	A                                                             
USGS	07374525	2011-09-22	9.14	A	315000	A                                                             
USGS	07374525	2011-09-23	9.10	A	322000	A                                                             
USGS	07374525	2011-09-24	9.01	A	312000	A                                                             
USGS	07374525	2011-09-25	8.86	A	296000	A                                                             
USGS	07374525	2011-09-26	8.78	A	289000	A                                                             
USGS	07374525	2011-09-27	8.55	A	276000	A                                                             
USGS	07374525	2011-09-28	8.48	A	275000	A                                                             
USGS	07374525	2011-09-29	8.40	A	287000	A                                                             
USGS	07374525	2011-09-30	8.32	A	293000	A                                                             
USGS	07374525	2011-10-01	8.52	A	290000	A                                                             
USGS	07374525	2011-10-02	8.44	A	289000	A                                                             
USGS	07374525	2011-10-03	8.29	A	289000	A                                                             
USGS	07374525	2011-10-04	8.38	A	293000	A                                                             
USGS	07374525	2011-10-05	8.55	A	281000	A                                                             
USGS	07374525	2011-10-06	8.70	A	279000	A                                                             
USGS	07374525	2011-10-07	8.99	A	281000	A                                                             
USGS	07374525	2011-10-08	9.26	A	284000	A                                                             
USGS	07374525	2011-10-09				                                                                        
USGS	07374525	2011-10-10				                                                                        
USGS	07374525	2011-10-11				                                                                        
USGS	07374525	2011-10-12				                                                                        
USGS	07374525	2011-10-13				                                                                        
USGS	07374525	2011-10-14	8.51	A	272000	A                                                             
USGS	07374525	2011-10-15	8.39	A	270000	A                                                             
USGS	07374525	2011-10-16	8.42	A	261000	A                                                             
USGS	07374525	2011-10-17	8.47	A	252000	A                                                             
USGS	07374525	2011-10-18	8.88	A	254000	A                                                             
USGS	07374525	2011-10-19	8.42	A	288000	A                                                             
USGS	07374525	2011-10-20	8.04	A	257000	A                                                             
USGS	07374525	2011-10-21	7.62	A	241000	A                                                             
USGS	07374525	2011-10-22	7.66	A	224000	A                                                             
USGS	07374525	2011-10-23	7.85	A	212000	A                                                             
USGS	07374525	2011-10-24	7.72	A	215000	A                                                             
USGS	07374525	2011-10-25	7.76	A	214000	A                                                             
USGS	07374525	2011-10-26	7.78	A	215000	A                                                             
USGS	07374525	2011-10-27	8.01	A	211000	A                                                             
USGS	07374525	2011-10-28	8.06	A	249000	A                                                             
USGS	07374525	2011-10-29	8.21	A	258000	A                                                             
USGS	07374525	2011-10-30	8.17	A	234000	A                                                             
USGS	07374525	2011-10-31	7.91	A	258000	A                                                             
USGS	07374525	2011-11-01	8.03	A	243000	A                                                             
USGS	07374525	2011-11-02	8.14	A	243000	A                                                             
USGS	07374525	2011-11-03	8.16	A	267000	A                                                             
USGS	07374525	2011-11-04	8.00	A	271000	A                                                             
USGS	07374525	2011-11-05	8.08	A	256000	A                                                             
USGS	07374525	2011-11-06	8.38	A	241000	A                                                             
USGS	07374525	2011-11-07	8.36	A	249000	A                                                             
USGS	07374525	2011-11-08	8.49	A	249000	A                                                             
USGS	07374525	2011-11-09	8.54	A	276000	A                                                             
USGS	07374525	2011-11-10	8.52	A	306000	A                                                             
USGS	07374525	2011-11-11	8.27	A	274000	A                                                             
USGS	07374525	2011-11-12	8.12	A	268000	A                                                             
USGS	07374525	2011-11-13	8.38	A	264000	A                                                             
USGS	07374525	2011-11-14	8.61	A	258000	A                                                             
USGS	07374525	2011-11-15	8.65	A	250000	A                                                             
USGS	07374525	2011-11-16	8.65	A	257000	A                                                             
USGS	07374525	2011-11-17	8.35	A	288000	A                                                             
USGS	07374525	2011-11-18	8.38	A	254000	A                                                             
USGS	07374525	2011-11-19	8.37	A	247000	A                                                             
USGS	07374525	2011-11-20	8.44	A	246000	A                                                             
USGS	07374525	2011-11-21	8.38	A	245000	A                                                             
USGS	07374525	2011-11-22	8.62	A	246000	A                                                             
USGS	07374525	2011-11-23	8.47	A	291000	A                                                             
USGS	07374525	2011-11-24	8.67	A	290000	A                                                             
USGS	07374525	2011-11-25	8.81	A	313000	A                                                             
USGS	07374525	2011-11-26	9.57	A	342000	A                                                             
USGS	07374525	2011-11-27	9.86	A	432000	A                                                             
USGS	07374525	2011-11-28	10.01	A	469000	A                                                             
USGS	07374525	2011-11-29	10.08	A	482000	A                                                             
USGS	07374525	2011-11-30	10.26	A	492000	A                                                             
USGS	07374525	2011-12-01	10.48	A	500000	A                                                             
USGS	07374525	2011-12-02	10.65	A	532000	A                                                             
USGS	07374525	2011-12-03	10.91	A	517000	A                                                             
USGS	07374525	2011-12-04	11.25	A	529000	A                                                             
USGS	07374525	2011-12-05	11.53	A	550000	A                                                             
USGS	07374525	2011-12-06	11.57	A	622000	A                                                             
USGS	07374525	2011-12-07	11.61	A	660000	A                                                             
USGS	07374525	2011-12-08	12.01	A	650000	A                                                             
USGS	07374525	2011-12-09	12.47	A	691000	A                                                             
USGS	07374525	2011-12-10	12.88	A	725000	A                                                             
USGS	07374525	2011-12-11	13.35	A	751000	A                                                             
USGS	07374525	2011-12-12	13.77	A	769000	A                                                             
USGS	07374525	2011-12-13	14.13	A	788000	A                                                             
USGS	07374525	2011-12-14	14.40	A	788000	A                                                             
USGS	07374525	2011-12-15	14.52	A	781000	A                                                             
USGS	07374525	2011-12-16	14.69	A	804000	A                                                             
USGS	07374525	2011-12-17	14.73	A	858000	A                                                             
USGS	07374525	2011-12-18	14.85	A	831000	A                                                             
USGS	07374525	2011-12-19	14.89	A	801000	A                                                             
USGS	07374525	2011-12-20	15.03	A	798000	A                                                             
USGS	07374525	2011-12-21	15.19	A	802000	A                                                             
USGS	07374525	2011-12-22	15.23	A	841000	A                                                             
USGS	07374525	2011-12-23	15.00	A	896000	A                                                             
USGS	07374525	2011-12-24	15.08	A	869000	A                                                             
USGS	07374525	2011-12-25	15.14	A	879000	A                                                             
USGS	07374525	2011-12-26	15.29	A	864000	A                                                             
USGS	07374525	2011-12-27	15.24	A	948000	A                                                             
USGS	07374525	2011-12-28	15.12	A	855000	A                                                             
USGS	07374525	2011-12-29	15.10	A	847000	A                                                             
USGS	07374525	2011-12-30	15.02	A	848000	A                                                             
USGS	07374525	2011-12-31	14.92	A	831000	A                                                             
USGS	07374525	2012-01-01	14.74	A	860000	A                                                             
USGS	07374525	2012-01-02	14.40	A	878000	A                                                             
USGS	07374525	2012-01-03	14.24	A	816000	A                                                             
USGS	07374525	2012-01-04	14.24	A	757000	A                                                             
USGS	07374525	2012-01-05	14.10	A	768000	A                                                             
USGS	07374525	2012-01-06	14.20	A	734000	A                                                             
USGS	07374525	2012-01-07	14.13	A	736000	A                                                             
USGS	07374525	2012-01-08	14.16	A	726000	A                                                             
USGS	07374525	2012-01-09	14.10	A	709000	A                                                             
USGS	07374525	2012-01-10	14.33	A	700000	A                                                             
USGS	07374525	2012-01-11	14.17	A	739000	A                                                             
USGS	07374525	2012-01-12	13.87	A	734000	A                                                             
USGS	07374525	2012-01-13	13.53	A	683000	A                                                             
USGS	07374525	2012-01-14	13.22	A	635000	A                                                             
USGS	07374525	2012-01-15	12.84	A	604000	A                                                             
USGS	07374525	2012-01-16	12.54	A	563000	A                                                             
USGS	07374525	2012-01-17	12.21	A	542000	A                                                             
USGS	07374525	2012-01-18	11.81	A	546000	A                                                             
USGS	07374525	2012-01-19	11.50	A	506000	A                                                             
USGS	07374525	2012-01-20	11.29	A	495000	A                                                             
USGS	07374525	2012-01-21	11.04	A	492000	A                                                             
USGS	07374525	2012-01-22	10.95	A	470000	A                                                             
USGS	07374525	2012-01-23	10.86	A	481000	A                                                             
USGS	07374525	2012-01-24	10.81	A	469000	A                                                             
USGS	07374525	2012-01-25	10.95	A	457000	A                                                             
USGS	07374525	2012-01-26	11.18	A	496000	A                                                             
USGS	07374525	2012-01-27	11.25	A	521000	A                                                             
USGS	07374525	2012-01-28	11.37	A	533000	A                                                             
USGS	07374525	2012-01-29	11.49	A	542000	A                                                             
USGS	07374525	2012-01-30	11.77	A	553000	A                                                             
USGS	07374525	2012-01-31	12.15	A	579000	A                                                             
USGS	07374525	2012-02-01	12.62	A	612000	A                                                             
USGS	07374525	2012-02-02	12.91	A	639000	A                                                             
USGS	07374525	2012-02-03	13.27	A	639000	A                                                             
USGS	07374525	2012-02-04	13.50	A	689000	A                                                             
USGS	07374525	2012-02-05	13.79	A	747000	A                                                             
USGS	07374525	2012-02-06	14.07	A	755000	A                                                             
USGS	07374525	2012-02-07	14.29	A	773000	A                                                             
USGS	07374525	2012-02-08	14.40	A	809000	A                                                             
USGS	07374525	2012-02-09	14.68	A	795000	A                                                             
USGS	07374525	2012-02-10	14.72	A	816000	A                                                             
USGS	07374525	2012-02-11	14.70	A	852000	A                                                             
USGS	07374525	2012-02-12	14.71	A	823000	A                                                             
USGS	07374525	2012-02-13	14.72	A	775000	A                                                             
USGS	07374525	2012-02-14	14.89	A	833000	A                                                             
USGS	07374525	2012-02-15	14.82	A	775000	A                                                             
USGS	07374525	2012-02-16	14.76	A	811000	A                                                             
USGS	07374525	2012-02-17	14.64	A	795000	A                                                             
USGS	07374525	2012-02-18	14.65	A	738000	A                                                             
USGS	07374525	2012-02-19	14.41	A	783000	A                                                             
USGS	07374525	2012-02-20	14.08	A	685000	A                                                             
USGS	07374525	2012-02-21	13.80	A	657000	A                                                             
USGS	07374525	2012-02-22	13.40	A	624000	A                                                             
USGS	07374525	2012-02-23	13.01	A	587000	A                                                             
USGS	07374525	2012-02-24	12.58	A	585000	A                                                             
USGS	07374525	2012-02-25	12.35	A	553000	A                                                             
USGS	07374525	2012-02-26	12.01	A	525000	A                                                             
USGS	07374525	2012-02-27	11.83	A	508000	A                                                             
USGS	07374525	2012-02-28	11.51	A	484000	A                                                             
USGS	07374525	2012-02-29	11.22	A	471000	A                                                             
USGS	07374525	2012-03-01	10.96	A	456000	A                                                             
USGS	07374525	2012-03-02	10.89	A	448000	A                                                             
USGS	07374525	2012-03-03	10.76	A	458000	A                                                             
USGS	07374525	2012-03-04	10.50	A	457000	A                                                             
USGS	07374525	2012-03-05	10.03	A	431000	A                                                             
USGS	07374525	2012-03-06	9.90	A	404000	A                                                             
USGS	07374525	2012-03-07	10.14	A	399000	A                                                             
USGS	07374525	2012-03-08	10.31	A	397000	A                                                             
USGS	07374525	2012-03-09	10.26	A	414000	A                                                             
USGS	07374525	2012-03-10	10.71	A	419000	A                                                             
USGS	07374525	2012-03-11	10.79	A	430000	A                                                             
USGS	07374525	2012-03-12	11.19	A	458000	A                                                             
USGS	07374525	2012-03-13	11.52	A	506000	A                                                             
USGS	07374525	2012-03-14	11.76	A	535000	A                                                             
USGS	07374525	2012-03-15	12.16	A	566000	A                                                             
USGS	07374525	2012-03-16	12.55	A	601000	A                                                             
USGS	07374525	2012-03-17	13.00	A	634000	A                                                             
USGS	07374525	2012-03-18	13.34	A	648000	A                                                             
USGS	07374525	2012-03-19	13.69	A	662000	A                                                             
USGS	07374525	2012-03-20	14.13	A	667000	A                                                             
USGS	07374525	2012-03-21	14.50	A	710000	A                                                             
USGS	07374525	2012-03-22	14.40	A	736000	A                                                             
USGS	07374525	2012-03-23	14.49	A	718000	A                                                             
USGS	07374525	2012-03-24	14.46	A	739000	A                                                             
USGS	07374525	2012-03-25	14.51	A	722000	A                                                             
USGS	07374525	2012-03-26	14.58	A	722000	A                                                             
USGS	07374525	2012-03-27	14.67	A	722000	A                                                             
USGS	07374525	2012-03-28	14.71	A	726000	A                                                             
USGS	07374525	2012-03-29	14.85	A	742000	A                                                             
USGS	07374525	2012-03-30	14.97	A	753000	A                                                             
USGS	07374525	2012-03-31	14.91	A	747000	A                                                             
USGS	07374525	2012-04-01	14.87	A	729000	A                                                             
USGS	07374525	2012-04-02	14.89	A	725000	A                                                             
USGS	07374525	2012-04-03	14.94	A	717000	A                                                             
USGS	07374525	2012-04-04	15.01	A	744000	A                                                             
USGS	07374525	2012-04-05	14.97	A	757000	A                                                             
USGS	07374525	2012-04-06	14.76	A	761000	A                                                             
USGS	07374525	2012-04-07	14.62	A	704000	A                                                             
USGS	07374525	2012-04-08	14.37	A	697000	A                                                             
USGS	07374525	2012-04-09	14.14	A	685000	A                                                             
USGS	07374525	2012-04-10	13.88	A	645000	A                                                             
USGS	07374525	2012-04-11	13.51	A	640000	A                                                             
USGS	07374525	2012-04-12	13.25	A	599000	A                                                             
USGS	07374525	2012-04-13	12.95	A	576000	A                                                             
USGS	07374525	2012-04-14	12.59	A	549000	A                                                             
USGS	07374525	2012-04-15	12.29	A	526000	A                                                             
USGS	07374525	2012-04-16	11.90	A	516000	A                                                             
USGS	07374525	2012-04-17	11.56	A	507000	A                                                             
USGS	07374525	2012-04-18	11.29	A	507000	A                                                             
USGS	07374525	2012-04-19	11.21	A	470000	A                                                             
USGS	07374525	2012-04-20	11.02	A	452000	A                                                             
USGS	07374525	2012-04-21	10.95	A	463000	A                                                             
USGS	07374525	2012-04-22	10.74	A	463000	A                                                             
USGS	07374525	2012-04-23	10.32	A	452000	A                                                             
USGS	07374525	2012-04-24	10.13	A	419000	A                                                             
USGS	07374525	2012-04-25	10.02	A	412000	A                                                             
USGS	07374525	2012-04-26	10.07	A	421000	A                                                             
USGS	07374525	2012-04-27	9.95	A	414000	A                                                             
USGS	07374525	2012-04-28	9.94	A	410000	A                                                             
USGS	07374525	2012-04-29	9.89	A	407000	A                                                             
USGS	07374525	2012-04-30	9.81	A	399000	A                                                             
USGS	07374525	2012-05-01	9.72	A	378000	A                                                             
USGS	07374525	2012-05-02	9.82	A	372000	A                                                             
USGS	07374525	2012-05-03	9.72	A	368000	A                                                             
USGS	07374525	2012-05-04	9.47	A	365000	A                                                             
USGS	07374525	2012-05-05	9.33	A	360000	A                                                             
USGS	07374525	2012-05-06	9.29	A	346000	A                                                             
USGS	07374525	2012-05-07	9.39	A	345000	A                                                             
USGS	07374525	2012-05-08	9.53	A	358000	A                                                             
USGS	07374525	2012-05-09	9.53	A	397000	A                                                             
USGS	07374525	2012-05-10	9.77	A	388000	A                                                             
USGS	07374525	2012-05-11	10.01	A	397000	A                                                             
USGS	07374525	2012-05-12	10.10	A	413000	A                                                             
USGS	07374525	2012-05-13	10.04	A	429000	A                                                             
USGS	07374525	2012-05-14	10.25	A	437000	A                                                             
USGS	07374525	2012-05-15	10.49	A	441000	A                                                             
USGS	07374525	2012-05-16	10.67	A	457000	A                                                             
USGS	07374525	2012-05-17	10.80	A	459000	A                                                             
USGS	07374525	2012-05-18	10.82	A	464000	A                                                             
USGS	07374525	2012-05-19	10.80	A	470000	A                                                             
USGS	07374525	2012-05-20	10.77	A	471000	A                                                             
USGS	07374525	2012-05-21	10.57	A	475000	A                                                             
USGS	07374525	2012-05-22	10.44	A	473000	A                                                             
USGS	07374525	2012-05-23	10.38	A	458000	A                                                             
USGS	07374525	2012-05-24	10.34	A	446000	A                                                             
USGS	07374525	2012-05-25	10.07	A	443000	A                                                             
USGS	07374525	2012-05-26	9.78	A	424000	A                                                             
USGS	07374525	2012-05-27	9.63	A	426000	A                                                             
USGS	07374525	2012-05-28	9.44	A	423000	A                                                             
USGS	07374525	2012-05-29	9.17	A	417000	A                                                             
USGS	07374525	2012-05-30	8.90	A	392000	A                                                             
USGS	07374525	2012-05-31	8.83	A	376000	A                                                             
USGS	07374525	2012-06-01	8.70	A	376000	A                                                             
USGS	07374525	2012-06-02	8.62	A	328000	A                                                             
USGS	07374525	2012-06-03	8.49	A	301000	A                                                             
USGS	07374525	2012-06-04	8.35	A	283000	A                                                             
USGS	07374525	2012-06-05	8.37	A	270000	A                                                             
USGS	07374525	2012-06-06	8.20	A	256000	A                                                             
USGS	07374525	2012-06-07	8.17	A	249000	A                                                             
USGS	07374525	2012-06-08	8.22	A	225000	A                                                             
USGS	07374525	2012-06-09	8.40	A	222000	A                                                             
USGS	07374525	2012-06-10	8.42	A	249000	A                                                             
USGS	07374525	2012-06-11	8.10	A	229000	A                                                             
USGS	07374525	2012-06-12	7.98	A	246000	A                                                             
USGS	07374525	2012-06-13	8.05	A	253000	A                                                             
USGS	07374525	2012-06-14	8.07	A	258000	A                                                             
USGS	07374525	2012-06-15	8.36	A	244000	A                                                             
USGS	07374525	2012-06-16	8.81	A	233000	A                                                             
USGS	07374525	2012-06-17	8.75	A	251000	A                                                             
USGS	07374525	2012-06-18	8.76	A	239000	A                                                             
USGS	07374525	2012-06-19	8.67	A	236000	A                                                             
USGS	07374525	2012-06-20	8.71	A	228000	A                                                             
USGS	07374525	2012-06-21	8.85	A	229000	A                                                             
USGS	07374525	2012-06-22	8.98	A	230000	A                                                             
USGS	07374525	2012-06-23	9.13	A	230000	A                                                             
USGS	07374525	2012-06-24	9.52	A	241000	A                                                             
USGS	07374525	2012-06-25	9.66	A	241000	A                                                             
USGS	07374525	2012-06-26	9.09	A	247000	A                                                             
USGS	07374525	2012-06-27	8.72	A	232000	A                                                             
USGS	07374525	2012-06-28	8.43	A	237000	A                                                             
USGS	07374525	2012-06-29	8.22	A	232000	A                                                             
USGS	07374525	2012-06-30	8.19	A	220000	A                                                             
USGS	07374525	2012-07-01	8.16	A	221000	A                                                             
USGS	07374525	2012-07-02	7.94	A	224000	A                                                             
USGS	07374525	2012-07-03	8.03	A	215000	A                                                             
USGS	07374525	2012-07-04	7.99	A	202000	A                                                             
USGS	07374525	2012-07-05	7.97	A	195000	A                                                             
USGS	07374525	2012-07-06	7.94	A	202000	A                                                             
USGS	07374525	2012-07-07	7.94	A	187000	A                                                             
USGS	07374525	2012-07-08	7.85	A	197000	A                                                             
USGS	07374525	2012-07-09	7.87	A	180000	A                                                             
USGS	07374525	2012-07-10	7.76	A	196000	A                                                             
USGS	07374525	2012-07-11	7.79	A	200000	A                                                             
USGS	07374525	2012-07-12	7.88	A	196000	A                                                             
USGS	07374525	2012-07-13	7.93	A	208000	A                                                             
USGS	07374525	2012-07-14	8.04	A	207000	A                                                             
USGS	07374525	2012-07-15	8.07	A	204000	A                                                             
USGS	07374525	2012-07-16	8.04	A	208000	A                                                             
USGS	07374525	2012-07-17	8.03	A	211000	A                                                             
USGS	07374525	2012-07-18	8.00	A	211000	A                                                             
USGS	07374525	2012-07-19	7.96	A	209000	A                                                             
USGS	07374525	2012-07-20	7.96	A	227000	A                                                             
USGS	07374525	2012-07-21	7.92	A	205000	A                                                             
USGS	07374525	2012-07-22	8.02	A	204000	A                                                             
USGS	07374525	2012-07-23	8.03	A	198000	A                                                             
USGS	07374525	2012-07-24	7.97	A	205000	A                                                             
USGS	07374525	2012-07-25	8.01	A	199000	A                                                             
USGS	07374525	2012-07-26	8.02	A	192000	A                                                             
USGS	07374525	2012-07-27	8.07	A	187000	A                                                             
USGS	07374525	2012-07-28	7.89	A	183000	A                                                             
USGS	07374525	2012-07-29	7.86	A	177000	A                                                             
USGS	07374525	2012-07-30	7.94	A	179000	A                                                             
USGS	07374525	2012-07-31	7.82	A	183000	A                                                             
USGS	07374525	2012-08-01	7.81	A	170000	A                                                             
USGS	07374525	2012-08-02	7.76	A	170000	A                                                             
USGS	07374525	2012-08-03	7.81	A	178000	A                                                             
USGS	07374525	2012-08-04	7.84	A	204000	A                                                             
USGS	07374525	2012-08-05	7.80	A	226000	A                                                             
USGS	07374525	2012-08-06	7.81	A	230000	A                                                             
USGS	07374525	2012-08-07	8.00	A	242000	A                                                             
USGS	07374525	2012-08-08	8.08	A	249000	A                                                             
USGS	07374525	2012-08-09	7.98	A	244000	A                                                             
USGS	07374525	2012-08-10	8.01	A	231000	A                                                             
USGS	07374525	2012-08-11	7.96	A	240000	A                                                             
USGS	07374525	2012-08-12	7.91	A	235000	A                                                             
USGS	07374525	2012-08-13	7.92	A	226000	A                                                             
USGS	07374525	2012-08-14	7.84	A	220000	A                                                             
USGS	07374525	2012-08-15	7.85	A	220000	A                                                             
USGS	07374525	2012-08-16	7.81	A	216000	A                                                             
USGS	07374525	2012-08-17	7.87	A	219000	A                                                             
USGS	07374525	2012-08-18	7.97	A	207000	A                                                             
USGS	07374525	2012-08-19	7.89	A	223000	A                                                             
USGS	07374525	2012-08-20	7.93	A	222000	A                                                             
USGS	07374525	2012-08-21	7.91	A	226000	A                                                             
USGS	07374525	2012-08-22	7.91	A	215000	A                                                             
USGS	07374525	2012-08-23	7.92	A	207000	A                                                             
USGS	07374525	2012-08-24	7.94	A	202000	A                                                             
USGS	07374525	2012-08-25	8.11	A	193000	A                                                             
USGS	07374525	2012-08-26	8.21	A	197000	A                                                             
USGS	07374525	2012-08-27	8.35	A	227000	A                                                             
USGS	07374525	2012-08-28	12.17	A	71700	A                                                               
USGS	07374525	2012-08-29	14.01	A	247000	A                                                             
USGS	07374525	2012-08-30	10.04	A	335000	A                                                             
USGS	07374525	2012-08-31	8.80	A	250000	A                                                             
USGS	07374525	2012-09-01	8.21	A	234000	A                                                             
USGS	07374525	2012-09-02	8.06	A	214000	A                                                             
USGS	07374525	2012-09-03	8.08	A	167000	A                                                             
USGS	07374525	2012-09-04	7.98	A	161000	A                                                             
USGS	07374525	2012-09-05	7.97	A	197000	A                                                             
USGS	07374525	2012-09-06	8.01	A	184000	A                                                             
USGS	07374525	2012-09-07	8.21	A	177000	A                                                             
USGS	07374525	2012-09-08	8.28	A	193000	A                                                             
USGS	07374525	2012-09-09	8.34	A	196000	A                                                             
USGS	07374525	2012-09-10	8.17	A	186000	A                                                             
USGS	07374525	2012-09-11	8.18	A	189000	A                                                             
USGS	07374525	2012-09-12	8.33	A	179000	A                                                             
USGS	07374525	2012-09-13	8.61	A	192000	A                                                             
USGS	07374525	2012-09-14	8.65	A	188000	A                                                             
USGS	07374525	2012-09-15	8.43	A	198000	A                                                             
USGS	07374525	2012-09-16	8.41	A	182000	A                                                             
USGS	07374525	2012-09-17	8.54	A	184000	A                                                             
USGS	07374525	2012-09-18	8.28	A	206000	A                                                             
USGS	07374525	2012-09-19	8.23	A	193000	A                                                             
USGS	07374525	2012-09-20	7.99	A	192000	A                                                             
USGS	07374525	2012-09-21	8.07	A	176000	A                                                             
USGS	07374525	2012-09-22	7.86	A	188000	A                                                             
USGS	07374525	2012-09-23	7.88	A	181000	A                                                             
USGS	07374525	2012-09-24	7.77	A	174000	A                                                             
USGS	07374525	2012-09-25	7.86	A	164000	A                                                             
USGS	07374525	2012-09-26	7.90	A	163000	A                                                             
USGS	07374525	2012-09-27	7.92	A	159000	A                                                             
USGS	07374525	2012-09-28	7.94	A	163000	A                                                             
USGS	07374525	2012-09-29	7.91	A	173000	A                                                             
USGS	07374525	2012-09-30	8.28	A	166000	A                                                             
USGS	07374525	2012-10-01	8.08	A	235000	A                                                             
USGS	07374525	2012-10-02	7.83	A	205000	A                                                             
USGS	07374525	2012-10-03	7.96	A	199000	A                                                             
USGS	07374525	2012-10-04	8.00	A	218000	A                                                             
USGS	07374525	2012-10-05	8.03	A	214000	A                                                             
USGS	07374525	2012-10-06	8.06	A	209000	A                                                             
USGS	07374525	2012-10-07	8.15	A	239000	A                                                             
USGS	07374525	2012-10-08	8.17	A	229000	A                                                             
USGS	07374525	2012-10-09	7.98	A	221000	A                                                             
USGS	07374525	2012-10-10	7.91	A	206000	A                                                             
USGS	07374525	2012-10-11	7.77	A	195000	A                                                             
USGS	07374525	2012-10-12	7.86	A	181000	A                                                             
USGS	07374525	2012-10-13	7.82	A	173000	A                                                             
USGS	07374525	2012-10-14	7.88	A	165000	A                                                             
USGS	07374525	2012-10-15	7.84	A	170000	A                                                             
USGS	07374525	2012-10-16	8.15	A	164000	A                                                             
USGS	07374525	2012-10-17	8.18	A	170000	A                                                             
USGS	07374525	2012-10-18	8.19	A	182000	A                                                             
USGS	07374525	2012-10-19	8.14	A	199000	A                                                             
USGS	07374525	2012-10-20	8.05	A	179000	A                                                             
USGS	07374525	2012-10-21	8.05	A	175000	A                                                             
USGS	07374525	2012-10-22	8.04	A	172000	A                                                             
USGS	07374525	2012-10-23	8.29	A	165000	A                                                             
USGS	07374525	2012-10-24	8.28	A	165000	A                                                             
USGS	07374525	2012-10-25	8.29	A	171000	A                                                             
USGS	07374525	2012-10-26	8.22	A	182000	A                                                             
